order_id,order_date,store,channel,customer_segment,city,product_category,product_name,unit_price,quantity,discount_rate,voucher_amount,revenue,payment_method,delivery_days,order_status,returned_qty,is_promo,margin_rate,profit,month
D1B18957,2024-04-08,Store D,Online,Consumer,Daegu,Beauty,Moisturizer,10.58,5,0.154,2.81,41.94,E-Wallet,2.7,Completed,0,1,0.302,12.67,2024-04
BDBA50E3,2024-06-09,Store A,Online,Corporate,Seoul,Apparel,Jeans,111.06,6,0.229,9.94,503.82,Card,5.0,Completed,0,1,0.326,164.25,2024-06
86C97206,2024-01-29,Store E,Offline,Corporate,Busan,Grocery,Rice 5kg,15.38,4,0.066,10.29,47.17,Cash,2.8,Cancelled,0,1,0.185,8.73,2024-01
D99D441C,2024-01-10,Store C,Online,Corporate,Incheon,Electronics,Smartwatch,458.11,2,0.041,1.73,876.92,E-Wallet,1.5,Completed,0,0,0.34,298.15,2024-01
996540F2,2024-12-17,Store D,Offline,Consumer,Seoul,Grocery,Olive Oil 500ml,2.7,3,0.093,1.67,5.68,E-Wallet,2.2,Completed,0,0,0.272,1.54,2024-12
FA007250,2024-11-01,Store C,Offline,Consumer,Seoul,Grocery,Olive Oil 500ml,12.28,5,0.137,2.1,50.89,Card,1.9,Completed,0,0,0.495,25.19,2024-11
C04AFDE7,2024-09-11,Store C,Online,Corporate,Daejeon,Electronics,Smartphone,753.54,2,0.058,2.42,1417.25,Card,3.4,Completed,0,0,0.128,181.41,2024-09
F037BE9C,2024-05-29,Store C,Online,Consumer,Incheon,Beauty,Lipstick,52.32,4,0.172,3.4,169.88,Card,1.9,Completed,0,1,0.376,63.87,2024-05
B37EB56F,2024-03-04,Store D,Online,Consumer,Busan,Electronics,Tablet,715.34,2,0.253,2.56,1066.16,E-Wallet,3.3,Completed,0,1,0.252,268.67,2024-03
9D6DBE74,2024-02-27,Store A,Online,Corporate,Busan,Apparel,Jacket,61.96,2,0.126,2.36,105.95,Card,2.1,Completed,0,1,0.167,17.69,2024-02
D1A50F52,2024-04-01,Store A,Online,Corporate,Seoul,Home,Chair,106.72,4,0.074,0.79,394.5,Cash,1.0,Completed,0,0,0.243,95.86,2024-04
E8E9F916,2024-07-19,Store A,Offline,Consumer,Busan,Home,Vacuum,155.19,1,0.135,0.7,133.54,Card,3.4,Cancelled,0,0,0.299,39.93,2024-07
81E06F2E,2024-09-17,Store A,Offline,Consumer,Busan,Grocery,Rice 5kg,14.28,2,0.194,5.71,17.31,Card,3.2,Completed,0,1,0.353,6.11,2024-09
BE831D20,2024-08-28,Store E,Offline,Corporate,Busan,Beauty,Lipstick,68.41,4,0.113,7.29,235.43,Card,3.6,Cancelled,0,1,0.401,94.41,2024-08
6039EF89,2024-04-12,Store A,Online,Consumer,Seoul,Home,Cookware Set,103.35,3,0.139,0.04,266.91,E-Wallet,2.2,Completed,0,0,0.38,101.43,2024-04
0F1EB32B,2024-12-14,Store E,Offline,Corporate,Seoul,Grocery,Rice 5kg,27.07,2,0.156,7.88,37.81,Card,2.1,Completed,0,1,0.212,8.02,2024-12
B145D102,2024-09-26,Store B,Offline,Corporate,Seoul,Grocery,Olive Oil 500ml,7.21,2,0.03,0.14,13.85,Cash,3.5,Completed,0,0,0.359,4.97,2024-09
27686D34,2024-07-21,Store A,Offline,Corporate,Daejeon,Electronics,Smartwatch,665.15,8,0.137,0.41,4591.79,Card,4.8,Cancelled,0,0,0.307,1409.68,2024-07
02663E92,2024-08-11,Store D,Online,Consumer,Seoul,Grocery,Eggs 12,36.71,3,0.0,0.47,109.66,Card,3.0,Cancelled,0,0,0.234,25.66,2024-08
B18D726E,2024-06-02,Store D,Offline,Consumer,Seoul,Electronics,Headphones,606.44,2,0.047,2.86,1153.01,Card,3.5,Cancelled,0,1,0.265,305.55,2024-06
0C53EDA1,2024-03-31,Store C,Online,Corporate,Seoul,Grocery,Pasta 1kg,23.27,1,0.192,2.29,16.51,Card,2.6,Cancelled,0,1,0.23,3.8,2024-03
3B7A6F49,2024-05-09,Store C,Online,Corporate,Seoul,Apparel,Jeans,115.92,2,0.17,9.74,182.69,Card,1.1,Completed,0,1,0.283,51.7,2024-05
996DE921,2024-10-03,Store D,Online,Corporate,Incheon,Electronics,Camera,620.55,3,0.078,1.12,1715.32,Card,4.2,Completed,0,0,0.229,392.81,2024-10
2AA596D1,2024-01-06,Store A,Offline,Consumer,Busan,Apparel,Sneakers,42.25,3,0.236,13.07,83.77,Card,4.1,Completed,0,1,0.208,17.42,2024-01
EE10F5E8,2024-02-12,Store E,Offline,Consumer,Busan,Home,Chair,101.87,2,0.0,0.06,203.68,Card,3.9,Completed,0,0,0.314,63.96,2024-02
63CEF4A2,2024-01-17,Store E,Online,Small Business,Seoul,Apparel,T-Shirt,89.06,3,0.084,3.07,241.67,E-Wallet,2.8,Cancelled,0,0,0.324,78.3,2024-01
89F83DDA,2024-01-15,Store D,Online,Corporate,Incheon,Electronics,Laptop,701.58,3,0.122,3.11,1844.85,E-Wallet,3.7,Completed,0,1,0.267,492.57,2024-01
81457A31,2024-11-08,Store A,Online,Small Business,Seoul,Home,Lamp,104.98,4,0.0,1.56,418.36,Card,4.1,Completed,0,0,0.376,157.3,2024-11
3BA466AA,2024-09-13,Store D,Online,Corporate,Seoul,Grocery,Rice 5kg,15.12,4,0.087,0.22,55.0,Cash,4.9,Completed,0,0,0.262,14.41,2024-09
E2BB2FF0,2024-06-22,Store A,Online,Consumer,Seoul,Apparel,Hoodie,119.06,3,0.01,0.71,352.9,E-Wallet,4.2,Completed,0,0,0.259,91.4,2024-06
4F1D25F7,2024-02-05,Store A,Online,Corporate,Seoul,Electronics,Laptop,226.46,5,0.012,1.31,1117.4,Card,3.1,Completed,0,0,0.326,364.27,2024-02
C04C427C,2024-06-28,Store B,Offline,Small Business,Seoul,Apparel,Jacket,57.49,6,0.078,0.61,317.42,Bank Transfer,1.4,Completed,0,0,0.271,86.02,2024-06
A44630F9,2024-06-21,Store C,Online,Consumer,Busan,Electronics,Smartphone,196.84,3,0.0,0.02,590.5,E-Wallet,3.2,Completed,0,0,0.286,168.88,2024-06
15DCF7BB,2024-03-04,Store E,Online,Corporate,Incheon,Grocery,Pasta 1kg,33.2,1,0.035,0.22,31.82,Card,3.3,Completed,0,0,0.104,3.31,2024-03
F3AA0A63,2024-06-07,Store D,Online,Consumer,Daegu,Grocery,Coffee 500g,5.51,3,0.0,0.21,16.32,Card,3.9,Completed,0,0,0.281,4.59,2024-06
920C405C,2024-05-25,Store D,Offline,Consumer,Seoul,Home,Air Purifier,208.72,5,0.11,0.47,928.33,E-Wallet,4.6,Completed,0,0,0.152,141.11,2024-05
8FA24C2E,2024-08-12,Store B,Offline,Corporate,Seoul,Apparel,T-Shirt,20.93,1,0.108,0.51,18.16,Card,2.9,Cancelled,0,0,0.195,3.54,2024-08
A05141E0,2024-08-19,Store B,Offline,Consumer,Seoul,Beauty,Sunscreen,56.45,3,0.072,0.76,156.4,Card,5.5,Completed,0,0,0.187,29.25,2024-08
50E08DF6,2024-01-17,Store B,Online,Consumer,Daejeon,Home,Lamp,256.05,3,0.18,0.96,628.92,Card,1.0,Completed,0,1,0.207,130.19,2024-01
C97E4EB3,2024-05-16,Store E,Online,Consumer,Busan,Grocery,Coffee 500g,17.16,4,0.076,8.13,55.29,Card,3.5,Completed,0,1,0.242,13.38,2024-05
DEFF9AD5,2024-08-16,Store A,Online,Consumer,Incheon,Home,Vacuum,166.2,1,0.098,0.75,149.16,Cash,2.0,Completed,0,0,0.246,36.69,2024-08
8B403ED0,2024-07-02,Store E,Offline,Consumer,Seoul,Beauty,Sunscreen,36.91,2,0.028,0.73,71.02,Bank Transfer,1.0,Completed,0,0,0.326,23.15,2024-07
DD28ED8D,2024-11-08,Store C,Offline,Consumer,Busan,Home,Desk,104.14,2,0.0,2.26,206.02,E-Wallet,2.8,Completed,0,0,0.296,60.98,2024-11
C9EE4492,2024-08-28,Store B,Offline,Small Business,Seoul,Apparel,Hoodie,99.34,2,0.088,0.36,180.84,Card,1.3,Completed,0,0,0.147,26.58,2024-08
43B3AB67,2024-02-29,Store D,Offline,Consumer,Busan,Grocery,Milk 1L,12.34,1,0.078,0.41,10.97,Card,2.8,Completed,0,0,0.286,3.14,2024-02
F765D0B5,2024-01-26,Store C,Offline,Consumer,Daejeon,Home,Vacuum,222.42,3,0.237,4.72,504.4,Card,3.0,Returned,3,1,0.302,152.33,2024-01
0D027ACD,2024-08-22,Store E,Online,Consumer,Daejeon,Home,Air Purifier,77.74,1,0.153,3.24,62.61,Card,4.3,Completed,0,1,0.257,16.09,2024-08
A34D4AB7,2024-01-10,Store E,Offline,Corporate,Busan,Electronics,Camera,337.39,1,0.067,0.68,314.1,Card,1.2,Completed,0,0,0.276,86.69,2024-01
F0640445,2024-08-01,Store B,Online,Consumer,Seoul,Home,Lamp,114.21,3,0.111,1.9,302.7,E-Wallet,4.1,Cancelled,0,0,0.293,88.69,2024-08
D19B9EAF,2024-12-09,Store B,Online,Corporate,Daejeon,Home,Air Purifier,184.96,5,0.173,1.75,763.06,E-Wallet,3.1,Completed,0,1,0.334,254.86,2024-12
19A864CD,2024-07-29,Store C,Online,Corporate,Incheon,Electronics,Tablet,490.82,2,0.141,1.15,842.08,Card,4.2,Completed,0,0,0.17,143.15,2024-07
ACE976FF,2024-05-21,Store E,Online,Corporate,Seoul,Electronics,Smartwatch,708.86,4,0.234,5.61,2166.34,Cash,2.5,Completed,0,1,0.263,569.75,2024-05
4841C3D3,2024-08-22,Store A,Online,Consumer,Seoul,Home,Desk,79.8,3,0.037,0.42,230.12,Card,1.4,Completed,0,0,0.386,88.83,2024-08
88C60521,2024-06-16,Store C,Online,Corporate,Seoul,Beauty,Conditioner,8.77,2,0.178,6.72,7.7,Card,1.5,Cancelled,0,1,0.379,2.92,2024-06
E1535301,2024-07-18,Store C,Online,Consumer,Seoul,Home,Cookware Set,237.44,3,0.066,0.5,664.81,Cash,1.4,Completed,0,0,0.34,226.04,2024-07
BCED456B,2024-12-09,Store D,Online,Small Business,Seoul,Electronics,Laptop,766.24,1,0.115,0.28,677.84,Card,3.6,Completed,0,0,0.318,215.55,2024-12
8219F0E8,2024-05-20,Store A,Online,Corporate,Busan,Beauty,Serum,12.28,4,0.055,1.93,44.49,E-Wallet,4.8,Returned,1,0,0.396,17.62,2024-05
CCBF7E3D,2024-12-16,Store D,Online,Consumer,Seoul,Electronics,Headphones,608.18,3,0.089,0.62,1661.54,Cash,2.3,Completed,0,0,0.414,687.88,2024-12
AA73F1A1,2024-11-26,Store E,Online,Consumer,Seoul,Apparel,Dress,54.71,8,0.117,1.31,385.16,Card,3.8,Completed,0,0,0.271,104.38,2024-11
47A1E133,2024-03-12,Store A,Online,Consumer,Busan,Electronics,Smartphone,745.42,2,0.147,0.95,1270.74,Bank Transfer,1.2,Returned,1,0,0.212,269.4,2024-03
1FE68381,2024-01-26,Store A,Offline,Corporate,Daegu,Electronics,Smartphone,805.81,3,0.105,0.01,2163.59,Card,3.2,Completed,0,0,0.261,564.7,2024-01
A743A545,2024-02-06,Store E,Offline,Consumer,Incheon,Electronics,Tablet,788.25,2,0.0,8.24,1568.26,Card,3.8,Completed,0,1,0.497,779.43,2024-02
255690FF,2024-01-07,Store A,Offline,Consumer,Seoul,Apparel,Jeans,96.61,3,0.094,0.15,262.44,Card,1.3,Completed,0,0,0.17,44.61,2024-01
FCDF4FFC,2024-02-04,Store E,Offline,Consumer,Daejeon,Electronics,Camera,351.79,3,0.218,3.82,821.48,Card,2.8,Returned,2,1,0.247,202.91,2024-02
781D2CC4,2024-09-06,Store C,Online,Corporate,Daejeon,Apparel,Hoodie,100.25,6,0.093,2.65,542.91,Bank Transfer,3.9,Completed,0,0,0.181,98.27,2024-09
0ADBD247,2024-01-26,Store A,Offline,Corporate,Seoul,Home,Cookware Set,169.37,2,0.22,1.6,262.62,Card,1.0,Completed,0,1,0.289,75.9,2024-01
406FBC7B,2024-04-26,Store E,Online,Corporate,Seoul,Home,Air Purifier,34.77,1,0.09,2.45,29.19,Bank Transfer,4.6,Completed,0,0,0.196,5.72,2024-04
3CF9445D,2024-11-04,Store B,Online,Corporate,Incheon,Apparel,Jacket,62.98,8,0.0,2.42,501.42,Cash,3.4,Completed,0,0,0.272,136.39,2024-11
C1172F00,2024-01-09,Store C,Offline,Consumer,Daegu,Grocery,Olive Oil 500ml,37.8,2,0.065,1.16,69.53,Card,3.9,Completed,0,0,0.143,9.94,2024-01
BD98C4A4,2024-10-24,Store B,Online,Consumer,Daejeon,Electronics,Smartphone,815.89,5,0.055,0.68,3854.4,Bank Transfer,2.5,Cancelled,0,0,0.323,1244.97,2024-10
225892B7,2024-04-12,Store C,Offline,Corporate,Daegu,Home,Lamp,48.63,3,0.082,0.38,133.55,Card,1.0,Completed,0,0,0.366,48.88,2024-04
126DFD29,2024-02-13,Store A,Offline,Consumer,Busan,Electronics,Laptop,708.1,3,0.005,2.13,2111.55,Card,3.6,Completed,0,0,0.253,534.22,2024-02
647548F7,2024-09-11,Store B,Offline,Consumer,Busan,Electronics,Smartwatch,754.34,3,0.099,1.91,2037.07,Card,2.9,Completed,0,0,0.271,552.05,2024-09
FBDFA3C6,2024-08-17,Store E,Offline,Consumer,Seoul,Home,Chair,95.99,3,0.074,0.27,266.39,Card,3.0,Completed,0,0,0.269,71.66,2024-08
309D57C0,2024-11-16,Store B,Online,Consumer,Seoul,Home,Vacuum,152.05,7,0.203,6.9,841.39,Card,4.3,Returned,1,1,0.293,246.53,2024-11
5D3FE8EC,2024-09-25,Store D,Online,Consumer,Seoul,Grocery,Eggs 12,29.02,3,0.003,0.72,86.08,Cash,3.9,Completed,0,0,0.277,23.84,2024-09
284CC5B3,2024-10-20,Store B,Online,Small Business,Busan,Home,Cookware Set,142.93,2,0.12,1.95,249.61,Card,5.3,Completed,0,0,0.334,83.37,2024-10
76954595,2024-04-12,Store D,Online,Consumer,Busan,Grocery,Olive Oil 500ml,6.29,2,0.133,0.08,10.83,Card,3.2,Cancelled,0,0,0.366,3.96,2024-04
7EFC7DE5,2024-03-05,Store A,Offline,Consumer,Incheon,Electronics,Smartphone,679.41,7,0.162,0.65,3984.77,E-Wallet,2.2,Completed,0,1,0.223,888.6,2024-03
FA780ADE,2024-09-30,Store E,Offline,Consumer,Seoul,Electronics,Camera,833.73,5,0.071,0.11,3872.57,Cash,2.8,Completed,0,0,0.258,999.12,2024-09
FD4A0999,2024-10-21,Store C,Offline,Corporate,Busan,Electronics,Camera,639.36,6,0.118,0.66,3382.83,E-Wallet,3.5,Completed,0,0,0.343,1160.31,2024-10
DE1FC3CF,2024-12-27,Store A,Online,Consumer,Seoul,Electronics,Smartwatch,730.35,2,0.128,1.07,1272.66,Card,4.2,Cancelled,0,0,0.18,229.08,2024-12
4FACA1BA,2024-05-30,Store A,Online,Small Business,Seoul,Home,Desk,120.34,2,0.0,3.52,237.16,Cash,1.2,Completed,0,0,0.142,33.68,2024-05
AE23A04A,2024-05-15,Store A,Online,Small Business,Incheon,Home,Desk,71.3,2,0.074,0.48,131.57,E-Wallet,3.0,Completed,0,0,0.296,38.94,2024-05
77C90842,2024-10-10,Store C,Online,Consumer,Incheon,Electronics,Smartwatch,632.08,3,0.097,1.84,1710.46,Cash,4.9,Returned,1,0,0.315,538.79,2024-10
652F669B,2024-05-04,Store B,Offline,Small Business,Daejeon,Grocery,Eggs 12,14.46,4,0.107,0.61,51.04,Bank Transfer,2.7,Completed,0,0,0.229,11.69,2024-05
7D2786F1,2024-12-05,Store D,Online,Small Business,Seoul,Grocery,Milk 1L,34.68,3,0.106,3.52,89.49,Card,4.1,Completed,0,1,0.239,21.39,2024-12
2F1417BB,2024-11-09,Store B,Online,Corporate,Seoul,Apparel,Sneakers,27.88,5,0.135,1.43,119.15,Card,3.6,Completed,0,0,0.227,27.05,2024-11
35F3F892,2024-06-05,Store A,Online,Corporate,Seoul,Electronics,Camera,475.1,7,0.255,4.03,2473.62,Card,4.1,Completed,0,1,0.219,541.72,2024-06
7C5C59E6,2024-10-01,Store C,Offline,Consumer,Seoul,Electronics,Laptop,447.55,1,0.052,2.48,421.8,Card,2.0,Completed,0,0,0.329,138.77,2024-10
D4E004CB,2024-10-02,Store D,Offline,Consumer,Daegu,Electronics,Smartwatch,853.54,4,0.13,0.28,2970.04,E-Wallet,2.0,Completed,0,0,0.197,585.1,2024-10
97A7704F,2024-02-07,Store A,Online,Consumer,Incheon,Electronics,Laptop,264.85,2,0.204,4.46,417.18,Card,3.0,Completed,0,1,0.261,108.88,2024-02
756AD478,2024-11-25,Store A,Online,Consumer,Daegu,Home,Lamp,22.76,1,0.0,1.02,21.74,E-Wallet,1.2,Completed,0,0,0.217,4.72,2024-11
CC725CF6,2024-07-03,Store A,Online,Small Business,Seoul,Electronics,Laptop,328.56,2,0.121,1.33,576.28,E-Wallet,2.7,Returned,2,0,0.178,102.58,2024-07
F188948D,2024-10-28,Store D,Online,Consumer,Daegu,Apparel,Jeans,101.13,6,0.0,0.11,606.67,Card,3.3,Completed,0,0,0.341,206.87,2024-10
D4288271,2024-04-26,Store D,Offline,Corporate,Seoul,Grocery,Milk 1L,9.95,4,0.275,8.49,20.36,Card,5.1,Completed,0,1,0.244,4.97,2024-04
C5863348,2024-11-22,Store C,Offline,Corporate,Daegu,Beauty,Moisturizer,25.34,7,0.142,0.36,151.83,E-Wallet,3.5,Completed,0,0,0.293,44.49,2024-11
5F6EAF59,2024-05-22,Store D,Online,Small Business,Seoul,Grocery,Rice 5kg,6.94,4,0.131,0.29,23.83,E-Wallet,3.8,Returned,1,0,0.174,4.15,2024-05
4C173A4F,2024-01-04,Store D,Online,Small Business,Seoul,Electronics,Camera,686.58,2,0.0,1.84,1371.32,Card,4.4,Completed,0,1,0.228,312.66,2024-01
45E87ED7,2024-11-26,Store C,Offline,Consumer,Busan,Apparel,Dress,22.26,7,0.06,3.08,143.39,Card,1.8,Completed,0,0,0.333,47.75,2024-11
6AF0A3B8,2024-02-03,Store E,Online,Consumer,Daejeon,Home,Lamp,112.74,3,0.06,10.3,307.63,Card,2.8,Completed,0,1,0.461,141.82,2024-02
14BB902F,2024-04-26,Store A,Offline,Consumer,Seoul,Electronics,Smartwatch,361.87,5,0.241,5.85,1367.45,Cash,5.9,Completed,0,1,0.142,194.18,2024-04
CEFB006E,2024-12-12,Store A,Online,Consumer,Seoul,Electronics,Smartphone,566.37,2,0.158,6.13,947.64,Card,2.9,Completed,0,1,0.266,252.07,2024-12
52861043,2024-12-12,Store B,Online,Consumer,Daegu,Beauty,Serum,60.59,3,0.0,6.99,174.78,Bank Transfer,4.3,Returned,1,0,0.309,54.01,2024-12
2DCC41D6,2024-07-28,Store A,Online,Consumer,Seoul,Home,Vacuum,169.21,6,0.138,3.89,871.26,Card,4.2,Completed,0,0,0.237,206.49,2024-07
0CBD1A52,2024-08-18,Store C,Online,Corporate,Seoul,Apparel,Hoodie,112.76,3,0.0,0.96,337.32,Card,1.2,Cancelled,0,0,0.339,114.35,2024-08
9D68EBDA,2024-06-12,Store E,Offline,Consumer,Seoul,Home,Vacuum,286.4,3,0.0,0.98,858.22,Card,3.4,Completed,0,0,0.219,187.95,2024-06
4E5175F8,2024-04-17,Store A,Online,Consumer,Seoul,Apparel,Jeans,52.95,6,0.136,0.02,274.47,Card,3.2,Completed,0,0,0.291,79.87,2024-04
A851A3D8,2024-04-29,Store A,Online,Corporate,Daejeon,Electronics,Smartwatch,733.26,1,0.16,3.52,612.42,Card,3.4,Completed,0,1,0.243,148.82,2024-04
B5E75BFD,2024-09-02,Store C,Online,Consumer,Incheon,Apparel,Jacket,92.57,5,0.137,0.37,399.07,Card,2.1,Completed,0,0,0.365,145.66,2024-09
4153E6A5,2024-10-01,Store E,Online,Consumer,Busan,Electronics,Headphones,819.72,4,0.25,1.87,2457.29,Card,1.7,Completed,0,1,0.233,572.55,2024-10
F4DF0949,2024-10-15,Store B,Online,Corporate,Daejeon,Electronics,Smartphone,485.96,6,0.13,1.34,2535.37,Card,2.4,Completed,0,0,0.255,646.52,2024-10
A1A0BCFD,2024-10-15,Store C,Online,Corporate,Seoul,Grocery,Pasta 1kg,22.16,1,0.114,2.25,17.38,Card,2.9,Cancelled,0,0,0.346,6.01,2024-10
BE713D7A,2024-02-03,Store A,Offline,Corporate,Seoul,Home,Vacuum,136.42,4,0.003,4.44,539.6,E-Wallet,4.4,Completed,0,1,0.208,112.24,2024-02
67087BE1,2024-06-29,Store A,Online,Consumer,Seoul,Beauty,Conditioner,69.23,4,0.169,8.59,221.53,Card,5.2,Completed,0,1,0.285,63.14,2024-06
436EB6D7,2024-01-22,Store E,Online,Corporate,Seoul,Apparel,T-Shirt,39.12,4,0.0,0.99,155.49,Card,4.7,Completed,0,0,0.152,23.63,2024-01
35298CF6,2024-07-19,Store E,Offline,Corporate,Seoul,Apparel,T-Shirt,40.17,5,0.262,3.2,145.03,Cash,4.0,Cancelled,0,1,0.204,29.59,2024-07
A30651BA,2024-06-10,Store A,Online,Consumer,Daejeon,Electronics,Smartphone,429.45,3,0.17,0.57,1068.76,E-Wallet,1.8,Completed,0,1,0.307,328.11,2024-06
DED229D7,2024-11-20,Store E,Offline,Corporate,Incheon,Electronics,Smartphone,322.76,2,0.323,2.49,434.53,Card,2.5,Returned,2,1,0.211,91.69,2024-11
68363AD9,2024-05-08,Store C,Online,Small Business,Seoul,Electronics,Headphones,570.76,1,0.131,1.98,494.01,Cash,3.3,Completed,0,0,0.242,119.55,2024-05
71ED0ACB,2024-02-12,Store E,Offline,Consumer,Busan,Beauty,Shampoo,17.68,6,0.174,9.2,78.42,Bank Transfer,2.2,Completed,0,1,0.315,24.7,2024-02
21EE9FE2,2024-02-22,Store C,Offline,Consumer,Incheon,Beauty,Conditioner,31.05,2,0.078,0.82,56.44,Cash,3.7,Completed,0,0,0.239,13.49,2024-02
522D70E6,2024-10-04,Store C,Offline,Small Business,Daejeon,Home,Vacuum,275.76,4,0.097,0.17,995.88,Card,3.9,Completed,0,0,0.338,336.61,2024-10
DD7D473F,2024-08-13,Store C,Offline,Corporate,Daegu,Home,Vacuum,134.58,2,0.016,0.66,264.19,Cash,3.6,Completed,0,0,0.295,77.94,2024-08
AD831245,2024-02-06,Store D,Online,Consumer,Busan,Grocery,Rice 5kg,30.43,4,0.0,0.59,121.13,Card,4.2,Completed,0,0,0.31,37.55,2024-02
2B1C03AC,2024-01-31,Store A,Offline,Corporate,Daegu,Electronics,Smartphone,235.1,6,0.115,4.05,1244.33,Cash,1.9,Completed,0,0,0.367,456.67,2024-01
7DE21A3D,2024-09-12,Store A,Online,Consumer,Busan,Apparel,Jeans,40.99,1,0.096,0.47,36.58,Bank Transfer,4.1,Returned,1,0,0.302,11.05,2024-09
3DC008C5,2024-01-27,Store B,Online,Consumer,Busan,Apparel,Jeans,99.77,2,0.014,0.67,196.08,Card,2.2,Completed,0,0,0.388,76.08,2024-01
71C72357,2024-10-26,Store D,Online,Consumer,Seoul,Beauty,Sunscreen,62.94,4,0.028,2.09,242.62,Bank Transfer,1.9,Completed,0,0,0.344,83.46,2024-10
52B56B49,2024-09-14,Store A,Online,Small Business,Seoul,Grocery,Rice 5kg,16.67,2,0.103,0.1,29.81,Card,3.6,Completed,0,0,0.243,7.24,2024-09
04E90A04,2024-01-30,Store D,Online,Small Business,Busan,Electronics,Tablet,865.8,4,0.013,0.08,3418.1,Bank Transfer,4.5,Completed,0,0,0.371,1268.12,2024-01
0A07D212,2024-01-31,Store E,Online,Consumer,Seoul,Grocery,Coffee 500g,36.6,1,0.129,0.01,31.87,Card,3.6,Completed,0,0,0.298,9.5,2024-01
044CD397,2024-12-26,Store A,Online,Consumer,Seoul,Grocery,Eggs 12,38.57,2,0.015,0.26,75.72,Card,3.0,Completed,0,0,0.252,19.08,2024-12
7BD377E3,2024-05-16,Store D,Offline,Consumer,Incheon,Electronics,Smartwatch,470.94,1,0.12,1.26,413.17,Card,3.4,Completed,0,0,0.299,123.54,2024-05
53291F2E,2024-05-15,Store B,Offline,Small Business,Seoul,Apparel,Jeans,35.73,3,0.008,0.27,106.06,E-Wallet,3.2,Completed,0,0,0.358,37.97,2024-05
7AB36D45,2024-10-23,Store E,Online,Small Business,Busan,Apparel,Jeans,80.8,5,0.008,4.4,396.37,Card,1.6,Completed,0,1,0.312,123.67,2024-10
78045C25,2024-12-11,Store A,Online,Corporate,Busan,Grocery,Rice 5kg,28.02,2,0.0,0.55,55.49,Card,1.5,Completed,0,0,0.408,22.64,2024-12
4BE8BB42,2024-12-25,Store D,Online,Corporate,Daejeon,Electronics,Smartphone,244.08,4,0.087,1.05,890.33,Card,2.9,Completed,0,0,0.356,316.96,2024-12
5FF1BC5C,2024-10-01,Store D,Online,Corporate,Seoul,Beauty,Lipstick,64.63,2,0.216,7.41,93.93,Cash,3.1,Completed,0,1,0.317,29.78,2024-10
DB3E292D,2024-05-17,Store E,Online,Consumer,Seoul,Apparel,Hoodie,16.9,4,0.212,9.36,43.91,Card,3.0,Completed,0,1,0.208,9.13,2024-05
0CB69DF6,2024-01-31,Store D,Online,Consumer,Busan,Beauty,Lipstick,42.76,3,0.126,1.57,110.55,Card,3.8,Cancelled,0,0,0.267,29.52,2024-01
9FA7B6EC,2024-10-10,Store C,Online,Consumer,Daegu,Apparel,Dress,49.76,1,0.0,1.77,47.99,Card,2.7,Completed,0,0,0.285,13.68,2024-10
85152A7F,2024-07-22,Store C,Offline,Corporate,Daejeon,Home,Vacuum,227.28,3,0.168,2.51,564.78,Card,3.7,Completed,0,1,0.329,185.81,2024-07
BE25DAB1,2024-06-03,Store E,Online,Corporate,Seoul,Grocery,Rice 5kg,13.88,4,0.118,0.73,48.24,Card,2.8,Completed,0,0,0.325,15.68,2024-06
5B0DDFBF,2024-11-26,Store C,Online,Consumer,Seoul,Grocery,Coffee 500g,33.42,4,0.067,0.69,124.03,Card,5.2,Completed,0,0,0.292,36.22,2024-11
8FEBDCDB,2024-02-10,Store A,Online,Small Business,Daejeon,Grocery,Coffee 500g,24.61,3,0.197,6.18,53.11,Bank Transfer,3.1,Completed,0,1,0.288,15.3,2024-02
10285330,2024-06-28,Store E,Online,Consumer,Seoul,Electronics,Headphones,745.42,1,0.149,0.12,634.23,Card,5.8,Completed,0,0,0.33,209.3,2024-06
AC345504,2024-01-05,Store D,Online,Consumer,Busan,Beauty,Moisturizer,79.23,3,0.257,6.2,170.4,Card,3.4,Completed,0,1,0.22,37.49,2024-01
D2A4AE84,2024-06-20,Store D,Offline,Corporate,Seoul,Electronics,Tablet,659.37,1,0.0,0.89,658.48,Card,2.7,Completed,0,0,0.399,262.73,2024-06
9EBFD157,2024-01-21,Store A,Online,Corporate,Seoul,Apparel,Jacket,118.42,2,0.0,5.07,231.77,E-Wallet,1.9,Completed,0,0,0.137,31.75,2024-01
6213E6EA,2024-02-13,Store D,Online,Corporate,Seoul,Home,Vacuum,28.07,5,0.007,1.31,138.06,E-Wallet,1.3,Completed,0,0,0.382,52.74,2024-02
AC2D9C2C,2024-02-12,Store B,Offline,Consumer,Seoul,Apparel,Jeans,50.5,2,0.077,1.29,91.93,Bank Transfer,1.8,Completed,0,1,0.277,25.46,2024-02
881B9C31,2024-08-24,Store D,Offline,Consumer,Incheon,Home,Lamp,50.2,4,0.227,3.36,151.86,Card,1.9,Returned,1,1,0.35,53.15,2024-08
EA81A247,2024-09-29,Store A,Offline,Corporate,Daejeon,Grocery,Rice 5kg,11.97,6,0.05,0.76,67.47,Card,3.5,Completed,0,0,0.305,20.58,2024-09
CB1BB3B3,2024-07-31,Store D,Online,Consumer,Seoul,Electronics,Laptop,779.17,4,0.052,0.19,2954.42,Card,2.4,Completed,0,0,0.304,898.14,2024-07
