Project_ID,Project_Name,Region,Project_Type,Start_Date,Expected_End_Date,Actual_End_Date,Total_Budget,Spent_Budget,Main_Contractor,Project_Manager,Current_Status,Total_Workers,Safety_Incidents,Material_Cost,Labor_Cost,Equipment_Cost,Risk_Level,Is_Green_Building,Client_Name
PRJ-0248,Dự án Dân dụng 248,Miền Trung,Dân dụng,11/18/2020,2/10/2023,,305.32,92.41,Coteccons,Lê Văn C,In Progress,288,1,44.18,26.6,13.19,Medium,FALSE,Đất Xanh
PRJ-0249,Dự án Hạ tầng 249,Miền Trung,Hạ tầng,8/22/2019,7/5/2021,,882.8,39.08,Vinaconex,Nguyễn Văn A,Planning,17,0,17.07,8.57,4.95,Low,TRUE,Đất Xanh
PRJ-0250,Dự án Công nghiệp 250,Miền Trung,Công nghiệp,2/12/2022,9/6/2023,,113.15,46.13,Fecon,Nguyễn Văn A,In Progress,1247,4,18.73,9.6,5.16,Medium,FALSE,Đất Xanh
PRJ-0251,Dự án Dân dụng 251,Miền Bắc,Dân dụng,6/15/2018,2/18/2020,5/8/2020,67.92,67.92,Vinaconex,Trần Thị B,Completed,1039,4,30.75,15.86,7.2,Low,TRUE,Masterise
PRJ-0252,Dự án Thương mại 252,Miền Bắc,Thương mại,7/4/2023,7/16/2025,9/18/2025,1483.91,1483.91,Vinaconex,Nguyễn Văn A,Completed,1642,3,696.75,394.78,209.81,Low,FALSE,Phát Đạt
PRJ-0253,Dự án Hạ tầng 253,Miền Trung,Hạ tầng,11/27/2020,6/4/2021,,190.23,4.73,Fecon,Lê Văn C,Planning,0,0,2.12,0.97,0.65,High,TRUE,Nhà nước
PRJ-0254,Dự án Thương mại 254,Miền Trung,Thương mại,9/10/2020,3/17/2023,,318.85,13.89,Coteccons,Hoàng Thị E,Planning,8,0,6.68,3.17,1.81,Medium,FALSE,Nhà nước
PRJ-0255,Dự án Dân dụng 255,Miền Nam,Dân dụng,2/23/2019,12/6/2020,11/26/2020,1355.08,1355.08,Delta,Trần Thị B,Completed,387,0,623.14,358.57,189.2,Low,TRUE,SunGroup
PRJ-0256,Dự án Công nghiệp 256,Miền Nam,Công nghiệp,6/5/2022,8/7/2024,,775.68,266.29,Vinaconex,Vũ Văn F,In Progress,198,4,125.94,65.4,38.54,Low,TRUE,Nhà nước
PRJ-0257,Dự án Công nghiệp 257,Miền Nam,Công nghiệp,8/16/2023,7/18/2024,,828.36,529.67,Delta,Nguyễn Văn A,In Progress,1084,3,239.63,146.56,68.17,High,FALSE,SunGroup
PRJ-0258,Dự án Thương mại 258,Miền Nam,Thương mại,1/12/2024,12/21/2024,12/18/2024,1053.51,1053.51,Ricons,Nguyễn Văn A,Completed,1871,0,523.64,245.33,117.41,Medium,TRUE,Đất Xanh
PRJ-0259,Dự án Thương mại 259,Miền Nam,Thương mại,11/2/2021,8/14/2022,,548.27,356.95,Vinaconex,Phạm Văn D,Suspended,10,2,170.55,76.03,36.49,High,TRUE,Phát Đạt
PRJ-0260,Dự án Hạ tầng 260,Miền Bắc,Hạ tầng,10/20/2018,9/8/2020,,684.83,434.63,Fecon,Lê Văn C,Suspended,2,4,178.72,106.34,47.7,Medium,FALSE,Nhà nước
PRJ-0261,Dự án Dân dụng 261,Miền Bắc,Dân dụng,1/14/2018,10/23/2018,,948.74,38.62,Ricons,Lê Văn C,Planning,16,0,16.94,8.88,4.78,High,TRUE,SunGroup
PRJ-0262,Dự án Thương mại 262,Miền Trung,Thương mại,8/5/2023,10/30/2025,,642.68,149.22,Vinaconex,Nguyễn Văn A,Suspended,13,0,66.75,41.21,20.16,Low,FALSE,Novaland
PRJ-0263,Dự án Dân dụng 263,Miền Bắc,Dân dụng,8/20/2020,6/27/2022,,1220.96,20.71,Fecon,Hoàng Thị E,Planning,12,0,8.7,5.35,2.9,High,FALSE,Đất Xanh
PRJ-0264,Dự án Thương mại 264,Miền Bắc,Thương mại,5/7/2018,1/17/2020,,150.08,119.25,Conteccons,Vũ Văn F,Suspended,2,5,52.45,24.57,15.21,Medium,TRUE,Masterise
PRJ-0265,Dự án Dân dụng 265,Miền Trung,Dân dụng,10/1/2018,5/26/2021,,325.08,164.68,Ricons,Hoàng Thị E,Suspended,14,1,82.25,35.81,17.65,Medium,TRUE,VinGroup
PRJ-0266,Dự án Công nghiệp 266,Miền Nam,Công nghiệp,8/27/2019,7/21/2020,,1264.34,59.75,Fecon,Phạm Văn D,Planning,20,0,27.34,17.73,7.94,Medium,FALSE,Nhà nước
PRJ-0267,Dự án Hạ tầng 267,Miền Nam,Hạ tầng,9/8/2024,3/21/2027,,258.12,9.3,Hòa Bình,Vũ Văn F,Planning,19,0,3.83,1.92,1.26,Medium,TRUE,SunGroup
PRJ-0268,Dự án Hạ tầng 268,Miền Nam,Hạ tầng,10/26/2024,7/2/2027,,1029.37,11.49,Fecon,Nguyễn Văn A,Planning,3,0,5.2,3.37,1.72,Low,FALSE,Nhà nước
PRJ-0269,Dự án Thương mại 269,Miền Nam,Thương mại,12/1/2022,5/20/2024,,240.16,10.84,Delta,Phạm Văn D,Planning,4,0,4.85,2.2,1.54,Medium,TRUE,Phát Đạt
PRJ-0270,Dự án Dân dụng 270,Miền Bắc,Dân dụng,1/2/2021,2/14/2023,,1155.92,878.01,Fecon,Trần Thị B,Suspended,8,2,365.81,189.67,116.63,Medium,TRUE,Đất Xanh
PRJ-0271,Dự án Dân dụng 271,Miền Bắc,Dân dụng,3/29/2018,9/15/2020,,1393.48,51.11,Coteccons,Trần Thị B,Planning,18,0,24.74,14.85,5.58,High,TRUE,Masterise
PRJ-0272,Dự án Hạ tầng 272,Miền Bắc,Hạ tầng,6/17/2022,3/2/2024,,856.94,19.06,Hòa Bình,Hoàng Thị E,Planning,1,0,9.35,4.09,2.39,Medium,TRUE,Phát Đạt
PRJ-0273,Dự án Công nghiệp 273,Miền Trung,Công nghiệp,9/30/2020,2/17/2023,,222.11,105.71,Vinaconex,Vũ Văn F,In Progress,888,0,48.07,28.27,15.02,High,TRUE,Novaland
PRJ-0274,Dự án Công nghiệp 274,Miền Trung,Công nghiệp,12/1/2022,8/19/2023,9/25/2023,545.84,545.84,Conteccons,Phạm Văn D,Completed,1125,5,223.07,158.37,63.83,Medium,TRUE,Masterise
PRJ-0275,Dự án Công nghiệp 275,Miền Nam,Công nghiệp,3/13/2023,5/30/2024,,710.72,520.19,Conteccons,Hoàng Thị E,Suspended,9,0,252.28,133.75,68.13,Medium,TRUE,Nhà nước
PRJ-0276,Dự án Dân dụng 276,Miền Bắc,Dân dụng,4/28/2021,10/31/2021,12/14/2021,1292.36,1292.36,Conteccons,Lê Văn C,Completed,260,5,539.83,370.9,158.75,High,FALSE,Phát Đạt
PRJ-0277,Dự án Dân dụng 277,Miền Trung,Dân dụng,11/17/2020,5/2/2023,7/1/2023,1312.71,1312.71,Conteccons,Phạm Văn D,Completed,523,3,622.71,306.14,154.65,Medium,TRUE,Phát Đạt
PRJ-0278,Dự án Công nghiệp 278,Miền Trung,Công nghiệp,2/8/2022,5/29/2023,,185.78,2.94,Delta,Vũ Văn F,Planning,2,0,1.39,0.82,0.41,Low,FALSE,Phát Đạt
PRJ-0279,Dự án Hạ tầng 279,Miền Nam,Hạ tầng,11/13/2019,7/6/2020,,718.3,209.48,Ricons,Phạm Văn D,Suspended,19,4,84.96,62.48,31.28,High,TRUE,Nhà nước
PRJ-0280,Dự án Dân dụng 280,Miền Bắc,Dân dụng,11/23/2018,8/1/2020,8/5/2020,1151.44,1151.44,Conteccons,Lê Văn C,Completed,537,5,534.51,322.6,135.42,Medium,FALSE,Phát Đạt
PRJ-0281,Dự án Công nghiệp 281,Miền Nam,Công nghiệp,1/1/2019,2/26/2021,,1432.04,377.38,Hòa Bình,Vũ Văn F,Suspended,6,5,154.19,107.49,51.2,Medium,FALSE,VinGroup
PRJ-0282,Dự án Công nghiệp 282,Miền Bắc,Công nghiệp,3/22/2021,9/3/2022,,120.48,3,Conteccons,Trần Thị B,Planning,11,0,1.25,0.72,0.37,High,FALSE,Nhà nước
PRJ-0283,Dự án Thương mại 283,Miền Nam,Thương mại,3/1/2023,7/27/2025,,632.7,388.75,Hòa Bình,Hoàng Thị E,Suspended,10,4,190.47,80.45,53.25,High,TRUE,Nhà nước
PRJ-0284,Dự án Hạ tầng 284,Miền Trung,Hạ tầng,10/26/2021,7/14/2023,8/5/2023,1455.54,1455.54,Coteccons,Lê Văn C,Completed,1895,2,722.18,294.64,199.49,Medium,TRUE,Phát Đạt
PRJ-0285,Dự án Công nghiệp 285,Miền Trung,Công nghiệp,10/2/2020,9/10/2021,9/29/2021,517.69,517.69,Fecon,Vũ Văn F,Completed,1644,5,214.57,105.45,52.39,High,FALSE,Novaland
PRJ-0286,Dự án Hạ tầng 286,Miền Trung,Hạ tầng,8/7/2019,12/26/2021,,683.74,168.6,Delta,Nguyễn Văn A,Suspended,4,2,71.5,36.47,21.76,Medium,TRUE,Đất Xanh
PRJ-0287,Dự án Hạ tầng 287,Miền Bắc,Hạ tầng,8/18/2020,4/11/2022,6/25/2022,96.71,96.71,Ricons,Nguyễn Văn A,Completed,1738,4,46.92,24.96,13.9,Medium,TRUE,Đất Xanh
PRJ-0288,Dự án Thương mại 288,Miền Bắc,Thương mại,3/19/2021,7/1/2023,,1220.13,46.15,Delta,Nguyễn Văn A,Planning,20,0,21.17,11.97,4.73,Medium,TRUE,Novaland
PRJ-0289,Dự án Công nghiệp 289,Miền Bắc,Công nghiệp,9/28/2018,12/24/2019,,568.79,25.44,Ricons,Nguyễn Văn A,Planning,18,0,12.05,5.55,2.97,Medium,FALSE,BIM Group
PRJ-0290,Dự án Dân dụng 290,Miền Trung,Dân dụng,9/30/2020,4/18/2021,,483.13,249.03,Fecon,Nguyễn Văn A,In Progress,1758,0,122.88,58.69,25.3,Low,FALSE,BIM Group
PRJ-0291,Dự án Dân dụng 291,Miền Bắc,Dân dụng,12/13/2020,11/19/2021,,607.39,447.99,Ricons,Nguyễn Văn A,In Progress,295,4,180.15,127.27,59.36,Low,TRUE,Masterise
PRJ-0292,Dự án Thương mại 292,Miền Bắc,Thương mại,10/26/2020,3/29/2022,,565.41,7.49,Vinaconex,Trần Thị B,Planning,17,0,3.56,2.01,0.89,High,FALSE,Novaland
PRJ-0293,Dự án Hạ tầng 293,Miền Nam,Hạ tầng,10/30/2020,6/5/2021,,830.41,404.54,Hòa Bình,Trần Thị B,Suspended,1,0,181.26,107.95,54.83,High,FALSE,Phát Đạt
PRJ-0294,Dự án Hạ tầng 294,Miền Bắc,Hạ tầng,3/11/2018,9/5/2019,10/18/2019,1265.48,1265.48,Conteccons,Vũ Văn F,Completed,292,4,565.01,343.67,139.98,Low,TRUE,Nhà nước
PRJ-0295,Dự án Dân dụng 295,Miền Nam,Dân dụng,7/24/2019,2/19/2022,,891.49,578.78,Hòa Bình,Vũ Văn F,In Progress,553,2,273.42,136.52,75.67,Low,TRUE,Novaland
PRJ-0296,Dự án Công nghiệp 296,Miền Trung,Công nghiệp,8/9/2018,11/16/2020,,425.57,14.17,Delta,Vũ Văn F,Planning,4,0,6.87,3.86,1.65,Medium,FALSE,Phát Đạt
PRJ-0297,Dự án Hạ tầng 297,Miền Nam,Hạ tầng,1/8/2024,5/8/2025,,1351.57,33.53,Fecon,Nguyễn Văn A,Planning,15,0,15.81,9.26,4.04,High,FALSE,Phát Đạt
PRJ-0298,Dự án Công nghiệp 298,Miền Bắc,Công nghiệp,10/12/2018,4/16/2021,,302.84,110.9,Ricons,Nguyễn Văn A,In Progress,690,1,55.22,31.54,15.09,Low,TRUE,Đất Xanh
PRJ-0299,Dự án Dân dụng 299,Miền Bắc,Dân dụng,11/24/2018,4/9/2021,,756.06,25.56,Hòa Bình,Phạm Văn D,Planning,3,0,12.3,6.36,2.8,Medium,FALSE,Phát Đạt
PRJ-0300,Dự án Dân dụng 300,Miền Nam,Dân dụng,8/4/2019,10/5/2020,,570.27,27.53,Hòa Bình,Lê Văn C,Planning,2,0,11.94,8.12,3.59,Medium,TRUE,Đất Xanh
PRJ-0301,Dự án Hạ tầng 301,Miền Bắc,Hạ tầng,11/4/2024,12/11/2025,12/28/2025,1228.91,1228.91,Delta,Hoàng Thị E,Completed,1674,0,549.81,307.9,142.63,High,TRUE,Nhà nước
PRJ-0302,Dự án Hạ tầng 302,Miền Nam,Hạ tầng,7/2/2024,8/18/2025,,543.77,269.23,Coteccons,Trần Thị B,Suspended,6,2,123.89,76.4,27.65,High,TRUE,Phát Đạt
PRJ-0303,Dự án Công nghiệp 303,Miền Bắc,Công nghiệp,7/11/2021,2/17/2023,4/18/2023,997.26,997.26,Fecon,Hoàng Thị E,Completed,1894,2,445.2,223.03,114.98,Low,TRUE,SunGroup
PRJ-0304,Dự án Dân dụng 304,Miền Bắc,Dân dụng,12/22/2022,9/10/2023,,971,123.21,Fecon,Trần Thị B,In Progress,1768,3,57.12,30.78,13.25,Medium,FALSE,BIM Group
PRJ-0305,Dự án Công nghiệp 305,Miền Nam,Công nghiệp,3/18/2022,1/17/2023,3/1/2023,1229.7,1229.7,Coteccons,Vũ Văn F,Completed,962,5,545.36,343.59,171,High,FALSE,SunGroup
PRJ-0306,Dự án Dân dụng 306,Miền Bắc,Dân dụng,7/13/2018,8/7/2019,8/5/2019,199.14,199.14,Hòa Bình,Hoàng Thị E,Completed,1911,2,88.92,54.64,28.94,Medium,TRUE,Đất Xanh
PRJ-0307,Dự án Hạ tầng 307,Miền Bắc,Hạ tầng,2/18/2024,1/11/2026,,460.82,10.07,Ricons,Vũ Văn F,Planning,17,0,4.97,2.52,1.3,High,FALSE,BIM Group
PRJ-0308,Dự án Thương mại 308,Miền Nam,Thương mại,3/13/2018,4/16/2020,4/27/2020,358.41,358.41,Ricons,Lê Văn C,Completed,92,1,152.08,77.22,53.29,High,TRUE,Masterise
PRJ-0309,Dự án Công nghiệp 309,Miền Trung,Công nghiệp,3/24/2024,12/18/2024,1/25/2025,365.79,365.79,Conteccons,Trần Thị B,Completed,1926,2,170.75,81.78,52.09,Low,FALSE,SunGroup
PRJ-0310,Dự án Thương mại 310,Miền Bắc,Thương mại,2/22/2020,11/22/2021,,643.57,29.95,Delta,Vũ Văn F,Planning,17,0,14.21,6.59,3.53,High,TRUE,VinGroup
PRJ-0311,Dự án Công nghiệp 311,Miền Nam,Công nghiệp,5/28/2022,1/24/2023,,1001.09,698.62,Ricons,Lê Văn C,Suspended,12,4,314.98,173.98,103.25,Low,FALSE,Masterise
PRJ-0312,Dự án Thương mại 312,Miền Trung,Thương mại,6/17/2023,12/20/2025,,1273.4,1079.74,Delta,Hoàng Thị E,Suspended,17,2,517.31,283.99,156.12,High,FALSE,Phát Đạt
PRJ-0313,Dự án Công nghiệp 313,Miền Trung,Công nghiệp,1/4/2018,11/22/2019,,784,548.45,Conteccons,Phạm Văn D,In Progress,413,1,249.29,118.8,77.64,High,FALSE,Masterise
PRJ-0314,Dự án Thương mại 314,Miền Nam,Thương mại,4/14/2023,10/27/2023,,202.41,3.8,Ricons,Lê Văn C,Planning,5,0,1.82,0.92,0.55,Medium,FALSE,SunGroup
PRJ-0315,Dự án Công nghiệp 315,Miền Nam,Công nghiệp,7/19/2019,1/19/2021,2/13/2021,923.6,923.6,Coteccons,Vũ Văn F,Completed,1911,0,421.07,195.6,109.45,Medium,TRUE,VinGroup
PRJ-0316,Dự án Dân dụng 316,Miền Nam,Dân dụng,1/26/2018,8/11/2020,9/26/2020,1056,1056,Vinaconex,Vũ Văn F,Completed,482,3,451.81,261.81,125.97,Medium,FALSE,BIM Group
PRJ-0317,Dự án Dân dụng 317,Miền Nam,Dân dụng,9/14/2022,1/9/2025,,544.17,148.24,Ricons,Trần Thị B,Suspended,15,5,68.85,39.48,15.81,Medium,TRUE,BIM Group
PRJ-0318,Dự án Thương mại 318,Miền Trung,Thương mại,4/4/2020,5/27/2022,,1268.7,1074.91,Hòa Bình,Nguyễn Văn A,In Progress,1437,0,474.01,241.17,150.07,Medium,TRUE,Nhà nước
PRJ-0319,Dự án Hạ tầng 319,Miền Trung,Hạ tầng,2/28/2019,2/18/2020,,179.2,6.35,Delta,Phạm Văn D,Planning,1,0,2.92,1.79,0.78,High,FALSE,Masterise
PRJ-0320,Dự án Thương mại 320,Miền Nam,Thương mại,8/1/2021,3/9/2022,,957.31,202.91,Delta,Phạm Văn D,Suspended,19,2,99.16,57.84,28.75,Medium,TRUE,VinGroup
PRJ-0321,Dự án Dân dụng 321,Miền Bắc,Dân dụng,3/26/2020,6/29/2021,,543.62,24.15,Vinaconex,Trần Thị B,Planning,3,0,11.56,7.22,3.57,Medium,TRUE,VinGroup
PRJ-0322,Dự án Dân dụng 322,Miền Bắc,Dân dụng,1/6/2020,9/14/2021,,369.94,268.29,Ricons,Lê Văn C,In Progress,1538,3,129.36,68.77,30.29,Low,TRUE,VinGroup
PRJ-0323,Dự án Hạ tầng 323,Miền Nam,Hạ tầng,1/4/2024,9/9/2026,11/21/2026,264.37,264.37,Delta,Nguyễn Văn A,Completed,420,2,124.83,53.28,31.73,High,FALSE,VinGroup
PRJ-0324,Dự án Hạ tầng 324,Miền Nam,Hạ tầng,10/18/2021,9/9/2023,,967.8,160.92,Vinaconex,Nguyễn Văn A,Suspended,10,3,78.85,32.68,20.84,Low,FALSE,BIM Group
PRJ-0325,Dự án Hạ tầng 325,Miền Trung,Hạ tầng,9/23/2022,7/25/2024,,1289.5,571.3,Hòa Bình,Phạm Văn D,Suspended,17,1,256.85,140.7,71.32,Medium,TRUE,Nhà nước
PRJ-0326,Dự án Công nghiệp 326,Miền Trung,Công nghiệp,6/29/2023,2/6/2024,,435.36,190.65,Ricons,Trần Thị B,Suspended,13,3,82.61,49.05,23.88,Medium,FALSE,BIM Group
PRJ-0327,Dự án Hạ tầng 327,Miền Nam,Hạ tầng,11/1/2019,7/31/2021,10/25/2021,924.97,924.97,Conteccons,Phạm Văn D,Completed,1455,4,441.52,205.45,121.58,Low,TRUE,BIM Group
PRJ-0328,Dự án Hạ tầng 328,Miền Trung,Hạ tầng,4/24/2023,10/25/2024,11/2/2024,605.83,605.83,Coteccons,Lê Văn C,Completed,460,5,293.67,152.73,89.05,Medium,TRUE,BIM Group
PRJ-0329,Dự án Công nghiệp 329,Miền Bắc,Công nghiệp,7/2/2022,1/9/2023,,450.78,10.67,Fecon,Trần Thị B,Planning,2,0,4.63,2.17,1.12,Low,FALSE,Novaland
PRJ-0330,Dự án Thương mại 330,Miền Bắc,Thương mại,5/27/2018,1/24/2019,,1209.98,42.92,Delta,Hoàng Thị E,Planning,14,0,19.74,9.54,4.46,Medium,TRUE,Đất Xanh
PRJ-0331,Dự án Dân dụng 331,Miền Bắc,Dân dụng,7/29/2022,6/29/2023,,398.04,103.27,Ricons,Hoàng Thị E,In Progress,979,3,41.34,28.04,13.44,High,FALSE,VinGroup
PRJ-0332,Dự án Dân dụng 332,Miền Nam,Dân dụng,5/30/2020,6/26/2022,,808.33,38.03,Coteccons,Trần Thị B,Planning,15,0,16.65,9.88,5.04,High,FALSE,Phát Đạt
PRJ-0333,Dự án Dân dụng 333,Miền Trung,Dân dụng,6/23/2019,8/16/2021,7/27/2021,308.84,308.84,Coteccons,Phạm Văn D,Completed,333,4,138.46,87.41,36.67,Medium,TRUE,Phát Đạt
PRJ-0334,Dự án Dân dụng 334,Miền Nam,Dân dụng,7/14/2023,4/27/2024,,1462.95,790.69,Coteccons,Hoàng Thị E,Suspended,9,3,350.27,194.34,80.99,High,TRUE,SunGroup
PRJ-0335,Dự án Hạ tầng 335,Miền Nam,Hạ tầng,2/1/2020,12/17/2020,,446.97,299.77,Hòa Bình,Lê Văn C,Suspended,12,3,126.63,83.07,37.58,Low,TRUE,BIM Group
PRJ-0336,Dự án Hạ tầng 336,Miền Trung,Hạ tầng,6/15/2022,1/17/2025,,1033.12,560.03,Coteccons,Hoàng Thị E,In Progress,1035,3,253.64,127.06,65.54,Medium,TRUE,SunGroup
PRJ-0337,Dự án Công nghiệp 337,Miền Nam,Công nghiệp,5/28/2019,5/6/2021,7/31/2021,438.91,438.91,Fecon,Hoàng Thị E,Completed,1256,4,214.52,95.88,57.21,Low,TRUE,SunGroup
PRJ-0338,Dự án Công nghiệp 338,Miền Trung,Công nghiệp,2/28/2018,1/25/2019,,1198.16,44.47,Ricons,Trần Thị B,Planning,5,0,18.2,10.39,5.7,Low,FALSE,BIM Group
PRJ-0339,Dự án Thương mại 339,Miền Bắc,Thương mại,8/24/2018,7/4/2019,,241.44,143.26,Ricons,Hoàng Thị E,In Progress,1213,1,58.74,41.81,17.67,High,FALSE,Đất Xanh
PRJ-0340,Dự án Hạ tầng 340,Miền Nam,Hạ tầng,11/11/2019,3/25/2021,,1493.55,1334.23,Conteccons,Phạm Văn D,In Progress,831,5,585.27,314.8,191.34,High,TRUE,Đất Xanh
PRJ-0341,Dự án Hạ tầng 341,Miền Nam,Hạ tầng,1/22/2018,4/24/2020,,728.86,25.7,Vinaconex,Trần Thị B,Planning,15,0,11.39,6.55,3.48,High,TRUE,SunGroup
PRJ-0342,Dự án Hạ tầng 342,Miền Nam,Hạ tầng,2/15/2018,8/21/2019,,1143.1,50.13,Coteccons,Vũ Văn F,Planning,10,0,20.91,11.18,6.64,High,TRUE,SunGroup
PRJ-0343,Dự án Công nghiệp 343,Miền Bắc,Công nghiệp,7/28/2019,7/5/2020,,368.4,121.96,Coteccons,Nguyễn Văn A,Suspended,13,0,56.11,31.6,14.1,High,TRUE,VinGroup
PRJ-0344,Dự án Công nghiệp 344,Miền Trung,Công nghiệp,3/29/2024,7/14/2025,7/17/2025,1008.89,1008.89,Fecon,Hoàng Thị E,Completed,101,5,420.96,210.96,135.62,Low,FALSE,BIM Group
PRJ-0345,Dự án Hạ tầng 345,Miền Bắc,Hạ tầng,1/15/2024,9/13/2025,,396.07,273,Delta,Trần Thị B,In Progress,1529,1,119.12,61.69,31.52,Low,FALSE,Novaland
PRJ-0346,Dự án Dân dụng 346,Miền Trung,Dân dụng,11/23/2018,8/9/2021,8/17/2021,769.18,769.18,Delta,Hoàng Thị E,Completed,1233,5,318.93,212.65,90.71,Low,TRUE,Nhà nước
PRJ-0347,Dự án Thương mại 347,Miền Nam,Thương mại,8/25/2021,2/26/2024,5/2/2024,172.25,172.25,Coteccons,Trần Thị B,Completed,543,4,81.42,49.81,17.89,Low,FALSE,Nhà nước
PRJ-0348,Dự án Dân dụng 348,Miền Nam,Dân dụng,6/7/2022,5/14/2023,,256.68,40.01,Conteccons,Phạm Văn D,Suspended,19,3,16.33,9.35,5.94,Low,FALSE,SunGroup
PRJ-0349,Dự án Thương mại 349,Miền Trung,Thương mại,1/22/2019,6/27/2021,9/21/2021,1171.64,1171.64,Ricons,Hoàng Thị E,Completed,909,3,483.57,235.57,146.07,Low,TRUE,Masterise
PRJ-0350,Dự án Hạ tầng 350,Miền Bắc,Hạ tầng,2/12/2022,6/20/2023,6/10/2023,1205.04,1205.04,Fecon,Nguyễn Văn A,Completed,1008,0,520.94,289.21,143.95,High,FALSE,VinGroup
PRJ-0351,Dự án Công nghiệp 351,Miền Nam,Công nghiệp,10/25/2019,11/17/2021,11/14/2021,1057.89,1057.89,Conteccons,Vũ Văn F,Completed,1280,0,499.98,311.53,117.28,Medium,FALSE,Masterise
PRJ-0352,Dự án Dân dụng 352,Miền Trung,Dân dụng,5/22/2023,3/11/2025,5/14/2025,226.38,226.38,Delta,Lê Văn C,Completed,1029,0,100.09,50.13,25.51,Medium,TRUE,Nhà nước
PRJ-0353,Dự án Thương mại 353,Miền Trung,Thương mại,2/7/2022,11/28/2022,,896.05,275.02,Ricons,Hoàng Thị E,Suspended,9,1,118.04,61.26,37.91,Medium,TRUE,Nhà nước
PRJ-0354,Dự án Công nghiệp 354,Miền Bắc,Công nghiệp,3/31/2021,4/16/2023,,1398.26,25.34,Coteccons,Trần Thị B,Planning,6,0,11.11,6.25,2.83,Low,TRUE,Novaland
PRJ-0355,Dự án Dân dụng 355,Miền Nam,Dân dụng,1/11/2024,10/11/2024,,793.73,427.94,Hòa Bình,Lê Văn C,Suspended,17,4,186.39,118.92,58.46,Medium,TRUE,Masterise
PRJ-0356,Dự án Dân dụng 356,Miền Trung,Dân dụng,7/12/2018,3/28/2019,6/22/2019,395.96,395.96,Ricons,Vũ Văn F,Completed,1600,5,177.23,86.21,43.64,High,FALSE,Masterise
PRJ-0357,Dự án Dân dụng 357,Miền Nam,Dân dụng,12/11/2020,7/15/2022,,250.46,163.53,Vinaconex,Nguyễn Văn A,Suspended,7,1,72.33,40.35,18.55,Medium,TRUE,Masterise
PRJ-0358,Dự án Dân dụng 358,Miền Bắc,Dân dụng,2/11/2023,3/22/2025,,1177.75,374.97,Delta,Lê Văn C,In Progress,599,0,154.72,104.35,38.08,High,FALSE,Nhà nước
PRJ-0359,Dự án Dân dụng 359,Miền Bắc,Dân dụng,7/31/2021,10/6/2022,,1334.8,1037.94,Hòa Bình,Vũ Văn F,In Progress,718,1,442.37,248.38,105.21,High,FALSE,BIM Group
PRJ-0360,Dự án Công nghiệp 360,Miền Bắc,Công nghiệp,5/18/2018,9/21/2019,,1390.83,737.24,Conteccons,Nguyễn Văn A,In Progress,1256,0,340.4,149.74,75.14,High,FALSE,BIM Group
PRJ-0361,Dự án Hạ tầng 361,Miền Nam,Hạ tầng,9/30/2019,6/25/2021,,1337.98,66.85,Delta,Hoàng Thị E,Planning,10,0,30.22,18.8,7.86,High,FALSE,Novaland
PRJ-0362,Dự án Hạ tầng 362,Miền Bắc,Hạ tầng,8/14/2022,7/27/2023,,342.57,7.71,Conteccons,Trần Thị B,Planning,7,0,3.5,1.69,1.13,Medium,FALSE,Nhà nước
PRJ-0363,Dự án Công nghiệp 363,Miền Trung,Công nghiệp,6/18/2022,5/27/2023,,1453.92,696.55,Coteccons,Phạm Văn D,Suspended,9,5,340.88,179.21,85.23,High,FALSE,Nhà nước
PRJ-0364,Dự án Hạ tầng 364,Miền Bắc,Hạ tầng,1/23/2023,8/21/2023,,1098.09,128.86,Hòa Bình,Hoàng Thị E,Suspended,14,0,58.1,36.06,17.49,High,TRUE,BIM Group
PRJ-0365,Dự án Công nghiệp 365,Miền Nam,Công nghiệp,1/2/2023,2/27/2024,,1342.47,16.72,Vinaconex,Trần Thị B,Planning,4,0,8.25,3.93,1.7,Low,FALSE,VinGroup
PRJ-0366,Dự án Hạ tầng 366,Miền Bắc,Hạ tầng,3/30/2019,7/29/2021,,1094,13.88,Vinaconex,Trần Thị B,Planning,12,0,5.65,3.38,1.99,Low,TRUE,Phát Đạt
PRJ-0367,Dự án Công nghiệp 367,Miền Bắc,Công nghiệp,9/7/2019,9/3/2021,8/7/2021,1478.25,1478.25,Conteccons,Trần Thị B,Completed,274,2,724.01,341.89,161.44,Medium,FALSE,Phát Đạt
PRJ-0368,Dự án Dân dụng 368,Miền Nam,Dân dụng,11/9/2023,6/10/2025,,1208.77,272.87,Delta,Hoàng Thị E,In Progress,559,4,111.42,61.43,38.83,Medium,TRUE,Phát Đạt
PRJ-0369,Dự án Công nghiệp 369,Miền Bắc,Công nghiệp,12/24/2023,1/18/2025,1/10/2025,297.58,297.58,Hòa Bình,Lê Văn C,Completed,1001,5,132.21,74.33,41.62,Medium,FALSE,Phát Đạt
PRJ-0370,Dự án Thương mại 370,Miền Nam,Thương mại,8/30/2019,10/20/2020,,302.25,240.67,Vinaconex,Lê Văn C,In Progress,193,4,118.45,67.49,26.56,Medium,FALSE,Masterise
PRJ-0371,Dự án Hạ tầng 371,Miền Bắc,Hạ tầng,6/2/2018,6/20/2020,,517.34,121.3,Vinaconex,Vũ Văn F,In Progress,1128,5,51.17,34.72,14.64,High,TRUE,BIM Group
